event_id,request_id,iteration,src_task,dst_task,payload_bytes,L_context,k_accepted,cum_output_tokens,src_task_compute_flops,note
0,0,0,EXT,PREFILL,32768,8192,,0,0,external arrival: prompt token IDs
1,0,0,PREFILL,COMMIT,25427968,8192,,0,2.60379e+14,"one-time prefill KV publish (compressed CSA/HCA, grows linearly with L)"
2,0,0,PREFILL,MTP_DRAFT,8192,8192,,0,2.60379e+14,prefill->draft handoff: last-token hidden state
3,0,1,MTP_DRAFT,VERIFY,64,8192,,0,5.17423e+09,proposed 7-token block via MTP head
4,0,1,VERIFY,COMMIT,29920,8192,7,0,2.22491e+11,verify result: accepted-token KV + context carry
5,0,1,COMMIT,MTP_DRAFT,64,8199,7,7,0,loop continue
6,0,2,MTP_DRAFT,VERIFY,64,8199,,7,5.17435e+09,proposed 7-token block via MTP head
7,0,2,VERIFY,COMMIT,26816,8199,6,7,2.22497e+11,verify result: accepted-token KV + context carry
8,0,2,COMMIT,MTP_DRAFT,64,8205,6,13,0,loop continue
9,0,3,MTP_DRAFT,VERIFY,64,8205,,13,5.17445e+09,proposed 7-token block via MTP head
10,0,3,VERIFY,COMMIT,17504,8205,3,13,2.22501e+11,verify result: accepted-token KV + context carry
11,0,3,COMMIT,MTP_DRAFT,64,8208,3,16,0,loop continue
12,0,4,MTP_DRAFT,VERIFY,64,8208,,16,5.17451e+09,proposed 7-token block via MTP head
13,0,4,VERIFY,COMMIT,14400,8208,2,16,2.22503e+11,verify result: accepted-token KV + context carry
14,0,4,COMMIT,MTP_DRAFT,64,8210,2,18,0,loop continue
15,0,5,MTP_DRAFT,VERIFY,64,8210,,18,5.17454e+09,proposed 7-token block via MTP head
16,0,5,VERIFY,COMMIT,11296,8210,1,18,2.22505e+11,verify result: accepted-token KV + context carry
17,0,5,COMMIT,MTP_DRAFT,64,8211,1,19,0,loop continue
18,0,6,MTP_DRAFT,VERIFY,64,8211,,19,5.17456e+09,proposed 7-token block via MTP head
19,0,6,VERIFY,COMMIT,20608,8211,4,19,2.22506e+11,verify result: accepted-token KV + context carry
20,0,6,COMMIT,MTP_DRAFT,64,8215,4,23,0,loop continue
21,0,7,MTP_DRAFT,VERIFY,64,8215,,23,5.17463e+09,proposed 7-token block via MTP head
22,0,7,VERIFY,COMMIT,29920,8215,7,23,2.22509e+11,verify result: accepted-token KV + context carry
23,0,7,COMMIT,MTP_DRAFT,64,8222,7,30,0,loop continue
24,0,8,MTP_DRAFT,VERIFY,64,8222,,30,5.17475e+09,proposed 7-token block via MTP head
25,0,8,VERIFY,COMMIT,29920,8222,7,30,2.22514e+11,verify result: accepted-token KV + context carry
26,0,8,COMMIT,MTP_DRAFT,64,8229,7,37,0,loop continue
27,0,9,MTP_DRAFT,VERIFY,64,8229,,37,5.17487e+09,proposed 7-token block via MTP head
28,0,9,VERIFY,COMMIT,8192,8229,0,37,2.22519e+11,verify result: accepted-token KV + context carry
29,0,9,COMMIT,MTP_DRAFT,64,8229,0,37,0,loop continue
30,0,10,MTP_DRAFT,VERIFY,64,8229,,37,5.17487e+09,proposed 7-token block via MTP head
31,0,10,VERIFY,COMMIT,20608,8229,4,37,2.22519e+11,verify result: accepted-token KV + context carry
32,0,10,COMMIT,MTP_DRAFT,64,8233,4,41,0,loop continue
33,0,11,MTP_DRAFT,VERIFY,64,8233,,41,5.17494e+09,proposed 7-token block via MTP head
34,0,11,VERIFY,COMMIT,14400,8233,2,41,2.22522e+11,verify result: accepted-token KV + context carry
35,0,11,COMMIT,MTP_DRAFT,64,8235,2,43,0,loop continue
36,0,12,MTP_DRAFT,VERIFY,64,8235,,43,5.17497e+09,proposed 7-token block via MTP head
37,0,12,VERIFY,COMMIT,14400,8235,2,43,2.22524e+11,verify result: accepted-token KV + context carry
38,0,12,COMMIT,MTP_DRAFT,64,8237,2,45,0,loop continue
39,0,13,MTP_DRAFT,VERIFY,64,8237,,45,5.17501e+09,proposed 7-token block via MTP head
40,0,13,VERIFY,COMMIT,20608,8237,4,45,2.22525e+11,verify result: accepted-token KV + context carry
41,0,13,COMMIT,MTP_DRAFT,64,8241,4,49,0,loop continue
42,0,14,MTP_DRAFT,VERIFY,64,8241,,49,5.17508e+09,proposed 7-token block via MTP head
43,0,14,VERIFY,COMMIT,11296,8241,1,49,2.22528e+11,verify result: accepted-token KV + context carry
44,0,14,COMMIT,MTP_DRAFT,64,8242,1,50,0,loop continue
45,0,15,MTP_DRAFT,VERIFY,64,8242,,50,5.17509e+09,proposed 7-token block via MTP head
46,0,15,VERIFY,COMMIT,23712,8242,5,50,2.22529e+11,verify result: accepted-token KV + context carry
47,0,15,COMMIT,MTP_DRAFT,64,8247,5,55,0,loop continue
48,0,16,MTP_DRAFT,VERIFY,64,8247,,55,5.17518e+09,proposed 7-token block via MTP head
49,0,16,VERIFY,COMMIT,8192,8247,0,55,2.22532e+11,verify result: accepted-token KV + context carry
50,0,16,COMMIT,MTP_DRAFT,64,8247,0,55,0,loop continue
51,0,17,MTP_DRAFT,VERIFY,64,8247,,55,5.17518e+09,proposed 7-token block via MTP head
