event_id,request_id,iteration,src_task,dst_task,payload_bytes,L_context,k_accepted,cum_output_tokens,src_task_compute_flops,note
0,0,0,EXT,PREFILL,65536,16384,,0,0,external arrival: prompt token IDs
1,0,0,PREFILL,COMMIT,50855936,16384,,0,5.35051e+14,"one-time prefill KV publish (compressed CSA/HCA, grows linearly with L)"
2,0,0,PREFILL,MTP_DRAFT,8192,16384,,0,5.35051e+14,prefill->draft handoff: last-token hidden state
3,0,1,MTP_DRAFT,VERIFY,64,16384,,0,5.31626e+09,proposed 7-token block via MTP head
4,0,1,VERIFY,COMMIT,29920,16384,7,0,2.28599e+11,verify result: accepted-token KV + context carry
5,0,1,COMMIT,MTP_DRAFT,64,16391,7,7,0,loop continue
6,0,2,MTP_DRAFT,VERIFY,64,16391,,7,5.31638e+09,proposed 7-token block via MTP head
7,0,2,VERIFY,COMMIT,29920,16391,7,7,2.28604e+11,verify result: accepted-token KV + context carry
8,0,2,COMMIT,MTP_DRAFT,64,16398,7,14,0,loop continue
9,0,3,MTP_DRAFT,VERIFY,64,16398,,14,5.3165e+09,proposed 7-token block via MTP head
10,0,3,VERIFY,COMMIT,17504,16398,3,14,2.28609e+11,verify result: accepted-token KV + context carry
11,0,3,COMMIT,MTP_DRAFT,64,16401,3,17,0,loop continue
12,0,4,MTP_DRAFT,VERIFY,64,16401,,17,5.31655e+09,proposed 7-token block via MTP head
13,0,4,VERIFY,COMMIT,14400,16401,2,17,2.28611e+11,verify result: accepted-token KV + context carry
14,0,4,COMMIT,MTP_DRAFT,64,16403,2,19,0,loop continue
15,0,5,MTP_DRAFT,VERIFY,64,16403,,19,5.31659e+09,proposed 7-token block via MTP head
16,0,5,VERIFY,COMMIT,11296,16403,1,19,2.28613e+11,verify result: accepted-token KV + context carry
17,0,5,COMMIT,MTP_DRAFT,64,16404,1,20,0,loop continue
18,0,6,MTP_DRAFT,VERIFY,64,16404,,20,5.3166e+09,proposed 7-token block via MTP head
19,0,6,VERIFY,COMMIT,29920,16404,7,20,2.28614e+11,verify result: accepted-token KV + context carry
20,0,6,COMMIT,MTP_DRAFT,64,16411,7,27,0,loop continue
21,0,7,MTP_DRAFT,VERIFY,64,16411,,27,5.31672e+09,proposed 7-token block via MTP head
22,0,7,VERIFY,COMMIT,29920,16411,7,27,2.28619e+11,verify result: accepted-token KV + context carry
23,0,7,COMMIT,MTP_DRAFT,64,16418,7,34,0,loop continue
24,0,8,MTP_DRAFT,VERIFY,64,16418,,34,5.31685e+09,proposed 7-token block via MTP head
25,0,8,VERIFY,COMMIT,29920,16418,7,34,2.28624e+11,verify result: accepted-token KV + context carry
26,0,8,COMMIT,MTP_DRAFT,64,16425,7,41,0,loop continue
27,0,9,MTP_DRAFT,VERIFY,64,16425,,41,5.31697e+09,proposed 7-token block via MTP head
28,0,9,VERIFY,COMMIT,17504,16425,3,41,2.28629e+11,verify result: accepted-token KV + context carry
29,0,9,COMMIT,MTP_DRAFT,64,16428,3,44,0,loop continue
30,0,10,MTP_DRAFT,VERIFY,64,16428,,44,5.31702e+09,proposed 7-token block via MTP head
31,0,10,VERIFY,COMMIT,14400,16428,2,44,2.28631e+11,verify result: accepted-token KV + context carry
32,0,10,COMMIT,MTP_DRAFT,64,16430,2,46,0,loop continue
33,0,11,MTP_DRAFT,VERIFY,64,16430,,46,5.31705e+09,proposed 7-token block via MTP head
34,0,11,VERIFY,COMMIT,29920,16430,7,46,2.28633e+11,verify result: accepted-token KV + context carry
