event_id,request_id,iteration,src_task,dst_task,payload_bytes,L_context,k_accepted,cum_output_tokens,src_task_compute_flops,note
0,0,0,EXT,PREFILL,32768,8192,,0,0,external arrival: prompt token IDs
1,0,0,PREFILL,COMMIT,25427968,8192,,0,2.60379e+14,"one-time prefill KV publish (compressed CSA/HCA, grows linearly with L)"
2,0,0,PREFILL,MTP_DRAFT,8192,8192,,0,2.60379e+14,prefill->draft handoff: last-token hidden state
3,0,1,MTP_DRAFT,VERIFY,64,8192,,0,5.17423e+09,proposed 7-token block via MTP head
4,0,1,VERIFY,COMMIT,14400,8192,2,0,2.22491e+11,verify result: accepted-token KV + context carry
5,0,1,COMMIT,MTP_DRAFT,64,8194,2,2,0,loop continue
6,0,2,MTP_DRAFT,VERIFY,64,8194,,2,5.17426e+09,proposed 7-token block via MTP head
7,0,2,VERIFY,COMMIT,29920,8194,7,2,2.22493e+11,verify result: accepted-token KV + context carry
8,0,2,COMMIT,MTP_DRAFT,64,8201,7,9,0,loop continue
9,0,3,MTP_DRAFT,VERIFY,64,8201,,9,5.17438e+09,proposed 7-token block via MTP head
10,0,3,VERIFY,COMMIT,17504,8201,3,9,2.22498e+11,verify result: accepted-token KV + context carry
11,0,3,COMMIT,MTP_DRAFT,64,8204,3,12,0,loop continue
12,0,4,MTP_DRAFT,VERIFY,64,8204,,12,5.17444e+09,proposed 7-token block via MTP head
13,0,4,VERIFY,COMMIT,17504,8204,3,12,2.225e+11,verify result: accepted-token KV + context carry
14,0,4,COMMIT,MTP_DRAFT,64,8207,3,15,0,loop continue
15,0,5,MTP_DRAFT,VERIFY,64,8207,,15,5.17449e+09,proposed 7-token block via MTP head
16,0,5,VERIFY,COMMIT,14400,8207,2,15,2.22503e+11,verify result: accepted-token KV + context carry
17,0,5,COMMIT,MTP_DRAFT,64,8209,2,17,0,loop continue
18,0,6,MTP_DRAFT,VERIFY,64,8209,,17,5.17452e+09,proposed 7-token block via MTP head
19,0,6,VERIFY,COMMIT,11296,8209,1,17,2.22504e+11,verify result: accepted-token KV + context carry
20,0,6,COMMIT,MTP_DRAFT,64,8210,1,18,0,loop continue
21,0,7,MTP_DRAFT,VERIFY,64,8210,,18,5.17454e+09,proposed 7-token block via MTP head
22,0,7,VERIFY,COMMIT,20608,8210,4,18,2.22505e+11,verify result: accepted-token KV + context carry
23,0,7,COMMIT,MTP_DRAFT,64,8214,4,22,0,loop continue
24,0,8,MTP_DRAFT,VERIFY,64,8214,,22,5.17461e+09,proposed 7-token block via MTP head
25,0,8,VERIFY,COMMIT,29920,8214,7,22,2.22508e+11,verify result: accepted-token KV + context carry
26,0,8,COMMIT,MTP_DRAFT,64,8221,7,29,0,loop continue
27,0,9,MTP_DRAFT,VERIFY,64,8221,,29,5.17473e+09,proposed 7-token block via MTP head
28,0,9,VERIFY,COMMIT,11296,8221,1,29,2.22513e+11,verify result: accepted-token KV + context carry
29,0,9,COMMIT,MTP_DRAFT,64,8222,1,30,0,loop continue
30,0,10,MTP_DRAFT,VERIFY,64,8222,,30,5.17475e+09,proposed 7-token block via MTP head
31,0,10,VERIFY,COMMIT,23712,8222,5,30,2.22514e+11,verify result: accepted-token KV + context carry
32,0,10,COMMIT,MTP_DRAFT,64,8227,5,35,0,loop continue
33,0,11,MTP_DRAFT,VERIFY,64,8227,,35,5.17483e+09,proposed 7-token block via MTP head
34,0,11,VERIFY,COMMIT,8192,8227,0,35,2.22518e+11,verify result: accepted-token KV + context carry
35,0,11,COMMIT,MTP_DRAFT,64,8227,0,35,0,loop continue
36,0,12,MTP_DRAFT,VERIFY,64,8227,,35,5.17483e+09,proposed 7-token block via MTP head
37,0,12,VERIFY,COMMIT,17504,8227,3,35,2.22518e+11,verify result: accepted-token KV + context carry
38,0,12,COMMIT,MTP_DRAFT,64,8230,3,38,0,loop continue
39,0,13,MTP_DRAFT,VERIFY,64,8230,,38,5.17489e+09,proposed 7-token block via MTP head
40,0,13,VERIFY,COMMIT,8192,8230,0,38,2.2252e+11,verify result: accepted-token KV + context carry
41,0,13,COMMIT,MTP_DRAFT,64,8230,0,38,0,loop continue
42,0,14,MTP_DRAFT,VERIFY,64,8230,,38,5.17489e+09,proposed 7-token block via MTP head
43,0,14,VERIFY,COMMIT,11296,8230,1,38,2.2252e+11,verify result: accepted-token KV + context carry
44,0,14,COMMIT,MTP_DRAFT,64,8231,1,39,0,loop continue
45,0,15,MTP_DRAFT,VERIFY,64,8231,,39,5.1749e+09,proposed 7-token block via MTP head
46,0,15,VERIFY,COMMIT,14400,8231,2,39,2.22521e+11,verify result: accepted-token KV + context carry
47,0,15,COMMIT,MTP_DRAFT,64,8233,2,41,0,loop continue
48,0,16,MTP_DRAFT,VERIFY,64,8233,,41,5.17494e+09,proposed 7-token block via MTP head
49,0,16,VERIFY,COMMIT,17504,8233,3,41,2.22522e+11,verify result: accepted-token KV + context carry
50,0,16,COMMIT,MTP_DRAFT,64,8236,3,44,0,loop continue
51,0,17,MTP_DRAFT,VERIFY,64,8236,,44,5.17499e+09,proposed 7-token block via MTP head
