event_id,request_id,iteration,src_task,dst_task,payload_bytes,L_context,k_accepted,cum_output_tokens,src_task_compute_flops,note
0,0,0,EXT,PREFILL,65536,16384,,0,0,external arrival: prompt token IDs
1,0,0,PREFILL,COMMIT,50855936,16384,,0,5.35051e+14,"one-time prefill KV publish (compressed CSA/HCA, grows linearly with L)"
2,0,0,PREFILL,MTP_DRAFT,8192,16384,,0,5.35051e+14,prefill->draft handoff: last-token hidden state
3,0,1,MTP_DRAFT,VERIFY,64,16384,,0,5.31626e+09,proposed 7-token block via MTP head
4,0,1,VERIFY,COMMIT,14400,16384,2,0,2.28599e+11,verify result: accepted-token KV + context carry
5,0,1,COMMIT,MTP_DRAFT,64,16386,2,2,0,loop continue
6,0,2,MTP_DRAFT,VERIFY,64,16386,,2,5.31629e+09,proposed 7-token block via MTP head
7,0,2,VERIFY,COMMIT,29920,16386,7,2,2.286e+11,verify result: accepted-token KV + context carry
8,0,2,COMMIT,MTP_DRAFT,64,16393,7,9,0,loop continue
9,0,3,MTP_DRAFT,VERIFY,64,16393,,9,5.31641e+09,proposed 7-token block via MTP head
10,0,3,VERIFY,COMMIT,17504,16393,3,9,2.28605e+11,verify result: accepted-token KV + context carry
11,0,3,COMMIT,MTP_DRAFT,64,16396,3,12,0,loop continue
12,0,4,MTP_DRAFT,VERIFY,64,16396,,12,5.31646e+09,proposed 7-token block via MTP head
13,0,4,VERIFY,COMMIT,17504,16396,3,12,2.28608e+11,verify result: accepted-token KV + context carry
14,0,4,COMMIT,MTP_DRAFT,64,16399,3,15,0,loop continue
15,0,5,MTP_DRAFT,VERIFY,64,16399,,15,5.31652e+09,proposed 7-token block via MTP head
16,0,5,VERIFY,COMMIT,14400,16399,2,15,2.2861e+11,verify result: accepted-token KV + context carry
17,0,5,COMMIT,MTP_DRAFT,64,16401,2,17,0,loop continue
18,0,6,MTP_DRAFT,VERIFY,64,16401,,17,5.31655e+09,proposed 7-token block via MTP head
19,0,6,VERIFY,COMMIT,11296,16401,1,17,2.28611e+11,verify result: accepted-token KV + context carry
20,0,6,COMMIT,MTP_DRAFT,64,16402,1,18,0,loop continue
21,0,7,MTP_DRAFT,VERIFY,64,16402,,18,5.31657e+09,proposed 7-token block via MTP head
22,0,7,VERIFY,COMMIT,20608,16402,4,18,2.28612e+11,verify result: accepted-token KV + context carry
23,0,7,COMMIT,MTP_DRAFT,64,16406,4,22,0,loop continue
24,0,8,MTP_DRAFT,VERIFY,64,16406,,22,5.31664e+09,proposed 7-token block via MTP head
25,0,8,VERIFY,COMMIT,29920,16406,7,22,2.28615e+11,verify result: accepted-token KV + context carry
26,0,8,COMMIT,MTP_DRAFT,64,16413,7,29,0,loop continue
27,0,9,MTP_DRAFT,VERIFY,64,16413,,29,5.31676e+09,proposed 7-token block via MTP head
28,0,9,VERIFY,COMMIT,11296,16413,1,29,2.2862e+11,verify result: accepted-token KV + context carry
29,0,9,COMMIT,MTP_DRAFT,64,16414,1,30,0,loop continue
30,0,10,MTP_DRAFT,VERIFY,64,16414,,30,5.31678e+09,proposed 7-token block via MTP head
31,0,10,VERIFY,COMMIT,23712,16414,5,30,2.28621e+11,verify result: accepted-token KV + context carry
32,0,10,COMMIT,MTP_DRAFT,64,16419,5,35,0,loop continue
33,0,11,MTP_DRAFT,VERIFY,64,16419,,35,5.31686e+09,proposed 7-token block via MTP head
34,0,11,VERIFY,COMMIT,8192,16419,0,35,2.28625e+11,verify result: accepted-token KV + context carry
