event_id,request_id,iteration,src_task,dst_task,payload_bytes,L_context,k_accepted,cum_output_tokens,src_task_compute_flops,note
0,0,0,EXT,PREFILL,131072,32768,,0,0,external arrival: prompt token IDs
1,0,0,PREFILL,COMMIT,101711872,32768,,0,1.12728e+15,"one-time prefill KV publish (compressed CSA/HCA, grows linearly with L)"
2,0,0,PREFILL,MTP_DRAFT,8192,32768,,0,1.12728e+15,prefill->draft handoff: last-token hidden state
3,0,1,MTP_DRAFT,VERIFY,64,32768,,0,5.60031e+09,proposed 7-token block via MTP head
4,0,1,VERIFY,COMMIT,29920,32768,7,0,2.40813e+11,verify result: accepted-token KV + context carry
5,0,1,COMMIT,MTP_DRAFT,64,32775,7,7,0,loop continue
6,0,2,MTP_DRAFT,VERIFY,64,32775,,7,5.60043e+09,proposed 7-token block via MTP head
7,0,2,VERIFY,COMMIT,26816,32775,6,7,2.40818e+11,verify result: accepted-token KV + context carry
8,0,2,COMMIT,MTP_DRAFT,64,32781,6,13,0,loop continue
9,0,3,MTP_DRAFT,VERIFY,64,32781,,13,5.60054e+09,proposed 7-token block via MTP head
10,0,3,VERIFY,COMMIT,17504,32781,3,13,2.40823e+11,verify result: accepted-token KV + context carry
11,0,3,COMMIT,MTP_DRAFT,64,32784,3,16,0,loop continue
12,0,4,MTP_DRAFT,VERIFY,64,32784,,16,5.60059e+09,proposed 7-token block via MTP head
13,0,4,VERIFY,COMMIT,14400,32784,2,16,2.40825e+11,verify result: accepted-token KV + context carry
14,0,4,COMMIT,MTP_DRAFT,64,32786,2,18,0,loop continue
15,0,5,MTP_DRAFT,VERIFY,64,32786,,18,5.60062e+09,proposed 7-token block via MTP head
16,0,5,VERIFY,COMMIT,11296,32786,1,18,2.40827e+11,verify result: accepted-token KV + context carry
17,0,5,COMMIT,MTP_DRAFT,64,32787,1,19,0,loop continue
18,0,6,MTP_DRAFT,VERIFY,64,32787,,19,5.60064e+09,proposed 7-token block via MTP head
19,0,6,VERIFY,COMMIT,20608,32787,4,19,2.40827e+11,verify result: accepted-token KV + context carry
20,0,6,COMMIT,MTP_DRAFT,64,32791,4,23,0,loop continue
21,0,7,MTP_DRAFT,VERIFY,64,32791,,23,5.60071e+09,proposed 7-token block via MTP head
22,0,7,VERIFY,COMMIT,29920,32791,7,23,2.4083e+11,verify result: accepted-token KV + context carry
23,0,7,COMMIT,MTP_DRAFT,64,32798,7,30,0,loop continue
24,0,8,MTP_DRAFT,VERIFY,64,32798,,30,5.60083e+09,proposed 7-token block via MTP head
